Brandon Hamilton|Jesus didnt die for my sins.  He died because he wouldnt fight back.  I know that if i knew how i was gonna dieI would have figured out a way to avoid it. 
tommy|im not knocking anybody elses beliefs but dont force that chinese whispers shite down my throat its all lies. if you are unfortunate enough to want  religion to believe in choose buddism 
Genisis 3:3-5|3 But of the fruit of the tree of knowledge, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die. 4 And the serpent said unto the woman, Ye shall not surely die: 5 For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.
can't remember|why be born again, wen u can just grow up?
Calton|Jesus must have been one hell of a massuse if people started referring to him as the "Son of God" 
kier|3 things i believe,1st what i can see,2nd what was proven,3rd what my mind can explained
Shaheem Carter|am imperfect' so if i don't believe in your god he shouldn't get upset'if he cared he would tell me he exist himself!
W. Fristoe|Lucifer might've been God, given that Lucifer is "The Bringer of Light", and the first act of Creation was "Let there be light"! 
Unknown|Faith can move mountains, but can it get a beer?
C.S. Lewis|"Talk to me about the truth of religion and I'll listen gladly. Talk to me about the duty of religion and I'll listen submissively. But don't come talking to me about the consolations of religion or I shall suspect that you don't understand.&quot; 
Anominous|The church has no right to call others evil,after all,look at all the deaths caused due to there religions.
Anthony W Allsop|The truth will always out in the end.
Baron von Knifty|Maybe the Big Bang was god dropping the ball.
margaret smith|if i had been the virgin mary i would have said NO!!!!!!!!!!!!!!!!!!!! 
Baron von Knifty|When they knock on your door tell them, “Good luck with your eternal life. I’ve known you thirty seconds and already I can’t stand you.”
Untitled1|Ok, ok. So...tell me...Easter celebrates the death and resurrection of Jesus, correct? So then...how come the date changes each year? Is it now possible to have multiple death days?
Brian Bannon|Bumper sticker: "What would Scooby Doo?"
Beliefs|Beliefs are language generated illusions. Preferable lacking verification even if this can be done simply via internet.There is no 'Nobel Prize Economics', but the 'belief' is held. And that in multitude.
Lucifers Dad|If i went back in time and replaced the bible with Noddy, religous  people would be quoting Enid Blyton and having wars on whether Bunkey was a bunny or a monkey.
Charlie Brooker|[Worshipping God] is like fellating someone who intermittently stubs fags out on your head for no good reason. And we all know how unsatisfying that can be.
George Bush|Jesus loves you, but I think your a cunt.
Omar Hastings Hassan|An analogy for geeks. Atheists are from the 'church of' Linux and The Believers are from the 'church of' Microsoft
Dave Hale|I've heard it said that there are no atheists in foxholes.  Well, I've been in a foxhole and I can state for sure that is not true.
Lennin|When you make an omelet you have to break a few eggs.  (in reference to the communist slaughter in Russia.)
Jal|Stand up stretch out your arms and all say ahh what a way to spend easter.
Baron von Knifty|Religion states that Adam was made from a hundred pounds of clay. Evolution says we crawled out from the primordial mud. Eve talked to a snake and Wilbur talked to Mr. Ed. Gee, maybe religion really is just a matter of semantics.   
Sarah Kriz|Ignorance of the future should not be misconstrued as free will.
Brian Bannon|"I never met a man I didn't smite." --Yahweh
Rebell Forge|My creed:To love justice, to long for the right, to love mercy,to pity the suffering, to assist the weak!!
savage beastie|i think there will be an atheist uprising, sometime in the future. maybe around 2020. whatever, i just want it to happen in my lifetime.
Question Everything|One thing Believers and Atheists can agree on: that the politically powerful will utilize whatever is convenient and available to keep that power.  And that one of the most productive tools to drum up support for an agenda is to train people to unconditionally respect a kind of thought process that ultimately supports those who already have the power.
